measure_id,expires,commodity,commodity_description,measure_type,geographical_area,additional_code,exporter
20048112,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11777,Cibao Modern Steel Sheet Jiangsu Co Ltd.
20048193,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11778,Inner Mongolia Baotou Steel Union Co.Ltd.
20048121,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11779,Jiangyin Ninesky Technology Co.Ltd.
20048130,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11780,Jiangyin Zhongjiang Prepainted Steel Mfg Co.Ltd.
20048202,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11781,"Jigang Group Co., Ltd."
20048211,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11782,Maanshan Iron&amp;Steel Company Limited
20048220,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11783,Qingdao Hangang Color Coated Sheet Co. Ltd.
20048391,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11784,Shandong Guanzhou Co. Ltd.
20048229,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11785,Shenzen Sino Master Steel Sheet Co.Ltd.
20048238,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11786,Tangshan Iron And Steel Group Co.Ltd.
20048247,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11787,Tianjin Xinyu Color Plate Co.Ltd.
20048481,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11788,Wuhan Iron And Steel Company Limited
20048139,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11789,Wuxi Zhongcai New Materials Co.Ltd.
20048508,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11790,Xinyu Iron And Steel Co.Ltd.
20048490,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11791,Zhejiang Tiannu Color Steel Co. Ltd.
20042380,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11386,All other overseas exporters (residual amount)
20048256,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11819,Union Steel China
20048265,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11820,"Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda "
20048274,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11770,Zhejiang Huadong Light Steel Building Material Co. Ltd; Hangzhou P.R.P.T. Metal Material Company Ltd
20048283,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11771,Angang Steel Company Limited
20048292,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11772,Anyang Iron Steel Co. Ltd
20048445,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11773,Baoshan Iron &amp; Steel Co. Ltd
20048463,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11774,Baoutou City Jialong Metal Works Co. Ltd.
20048472,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11775,Changshu Everbright Material Technology Co.Ltd.
20048301,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11776,Changzhou Changsong Metal Composite Material Co.Ltd.
20048454,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11777,Cibao Modern Steel Sheet Jiangsu Co Ltd.
20048310,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11778,Inner Mongolia Baotou Steel Union Co.Ltd.
20048418,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11779,Jiangyin Ninesky Technology Co.Ltd.
20048319,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11780,Jiangyin Zhongjiang Prepainted Steel Mfg Co.Ltd.
20048427,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11781,"Jigang Group Co., Ltd."
20048328,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11782,Maanshan Iron&amp;Steel Company Limited
20048436,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11783,Qingdao Hangang Color Coated Sheet Co. Ltd.
20048337,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11784,Shandong Guanzhou Co. Ltd.
20048346,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11785,Shenzen Sino Master Steel Sheet Co.Ltd.
20048355,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11786,Tangshan Iron And Steel Group Co.Ltd.
20048400,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11787,Tianjin Xinyu Color Plate Co.Ltd.
20048364,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11788,Wuhan Iron And Steel Company Limited
20048373,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11789,Wuxi Zhongcai New Materials Co.Ltd.
20048382,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11790,Xinyu Iron And Steel Co.Ltd.
20048409,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11791,Zhejiang Tiannu Color Steel Co. Ltd.
20042869,2029-05-04,7210708011,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11386,All other overseas exporters (residual amount)
20048086,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11819,Union Steel China
20048158,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11820,"Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda "
20048500,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11770,Zhejiang Huadong Light Steel Building Material Co. Ltd; Hangzhou P.R.P.T. Metal Material Company Ltd
20048149,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11771,Angang Steel Company Limited
20048095,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11772,Anyang Iron Steel Co. Ltd
20048104,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11773,Baoshan Iron &amp; Steel Co. Ltd
20048167,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11774,Baoutou City Jialong Metal Works Co. Ltd.
20048176,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11775,Changshu Everbright Material Technology Co.Ltd.
20048185,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11776,Changzhou Changsong Metal Composite Material Co.Ltd.
20048113,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11777,Cibao Modern Steel Sheet Jiangsu Co Ltd.
20048194,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11778,Inner Mongolia Baotou Steel Union Co.Ltd.
20048122,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11779,Jiangyin Ninesky Technology Co.Ltd.
20048131,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11780,Jiangyin Zhongjiang Prepainted Steel Mfg Co.Ltd.
20048203,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11781,"Jigang Group Co., Ltd."
20048212,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11782,Maanshan Iron&amp;Steel Company Limited
20048221,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11783,Qingdao Hangang Color Coated Sheet Co. Ltd.
20048392,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11784,Shandong Guanzhou Co. Ltd.
20048230,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11785,Shenzen Sino Master Steel Sheet Co.Ltd.
20048239,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11786,Tangshan Iron And Steel Group Co.Ltd.
20048248,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11787,Tianjin Xinyu Color Plate Co.Ltd.
20048482,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11788,Wuhan Iron And Steel Company Limited
20048140,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11789,Wuxi Zhongcai New Materials Co.Ltd.
20048509,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11790,Xinyu Iron And Steel Co.Ltd.
20048491,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11791,Zhejiang Tiannu Color Steel Co. Ltd.
20042381,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11386,All other overseas exporters (residual amount)
20048257,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11819,Union Steel China
20048266,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11820,"Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda "
20048275,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11770,Zhejiang Huadong Light Steel Building Material Co. Ltd; Hangzhou P.R.P.T. Metal Material Company Ltd
20048284,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11771,Angang Steel Company Limited
20048293,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11772,Anyang Iron Steel Co. Ltd
20048446,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11773,Baoshan Iron &amp; Steel Co. Ltd
20048464,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11774,Baoutou City Jialong Metal Works Co. Ltd.
20048473,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11775,Changshu Everbright Material Technology Co.Ltd.
20048302,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11776,Changzhou Changsong Metal Composite Material Co.Ltd.
20048455,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11777,Cibao Modern Steel Sheet Jiangsu Co Ltd.
20048311,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11778,Inner Mongolia Baotou Steel Union Co.Ltd.
20048419,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11779,Jiangyin Ninesky Technology Co.Ltd.
20048320,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11780,Jiangyin Zhongjiang Prepainted Steel Mfg Co.Ltd.
20048428,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11781,"Jigang Group Co., Ltd."
20048329,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11782,Maanshan Iron&amp;Steel Company Limited
20048437,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11783,Qingdao Hangang Color Coated Sheet Co. Ltd.
20048338,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11784,Shandong Guanzhou Co. Ltd.
20048347,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11785,Shenzen Sino Master Steel Sheet Co.Ltd.
20048356,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11786,Tangshan Iron And Steel Group Co.Ltd.
20048401,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11787,Tianjin Xinyu Color Plate Co.Ltd.
20048365,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11788,Wuhan Iron And Steel Company Limited
20048374,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11789,Wuxi Zhongcai New Materials Co.Ltd.
20048383,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11790,Xinyu Iron And Steel Co.Ltd.
20048410,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11791,Zhejiang Tiannu Color Steel Co. Ltd.
20042870,2029-05-04,7210708091,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",554,CN,11386,All other overseas exporters (residual amount)
20048087,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11819,Union Steel China
20048159,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11820,"Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda "
20048501,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11770,Zhejiang Huadong Light Steel Building Material Co. Ltd; Hangzhou P.R.P.T. Metal Material Company Ltd
20048150,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11771,Angang Steel Company Limited
20048096,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11772,Anyang Iron Steel Co. Ltd
20048105,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11773,Baoshan Iron &amp; Steel Co. Ltd
20048168,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11774,Baoutou City Jialong Metal Works Co. Ltd.
20048177,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11775,Changshu Everbright Material Technology Co.Ltd.
20048186,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11776,Changzhou Changsong Metal Composite Material Co.Ltd.
20048114,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11777,Cibao Modern Steel Sheet Jiangsu Co Ltd.
20048195,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11778,Inner Mongolia Baotou Steel Union Co.Ltd.
20048123,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11779,Jiangyin Ninesky Technology Co.Ltd.
20048132,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11780,Jiangyin Zhongjiang Prepainted Steel Mfg Co.Ltd.
20048204,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11781,"Jigang Group Co., Ltd."
20048213,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11782,Maanshan Iron&amp;Steel Company Limited
20048222,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11783,Qingdao Hangang Color Coated Sheet Co. Ltd.
20048393,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11784,Shandong Guanzhou Co. Ltd.
20048231,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11785,Shenzen Sino Master Steel Sheet Co.Ltd.
20048240,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11786,Tangshan Iron And Steel Group Co.Ltd.
20048249,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11787,Tianjin Xinyu Color Plate Co.Ltd.
20048483,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11788,Wuhan Iron And Steel Company Limited
20048141,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11789,Wuxi Zhongcai New Materials Co.Ltd.
20048510,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11790,Xinyu Iron And Steel Co.Ltd.
20048492,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11791,Zhejiang Tiannu Color Steel Co. Ltd.
20042382,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",552,CN,11386,All other overseas exporters (residual amount)
20048258,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11819,Union Steel China
20048267,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11820,"Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda "
20048276,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11770,Zhejiang Huadong Light Steel Building Material Co. Ltd; Hangzhou P.R.P.T. Metal Material Company Ltd
20048285,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11771,Angang Steel Company Limited
20048294,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11772,Anyang Iron Steel Co. Ltd
20048447,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11773,Baoshan Iron &amp; Steel Co. Ltd
20048465,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11774,Baoutou City Jialong Metal Works Co. Ltd.
20048474,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11775,Changshu Everbright Material Technology Co.Ltd.
20048303,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11776,Changzhou Changsong Metal Composite Material Co.Ltd.
20048456,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11777,Cibao Modern Steel Sheet Jiangsu Co Ltd.
20048312,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11778,Inner Mongolia Baotou Steel Union Co.Ltd.
20048420,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11779,Jiangyin Ninesky Technology Co.Ltd.
20048321,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11780,Jiangyin Zhongjiang Prepainted Steel Mfg Co.Ltd.
20048429,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11781,"Jigang Group Co., Ltd."
20048330,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11782,Maanshan Iron&amp;Steel Company Limited
20048438,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11783,Qingdao Hangang Color Coated Sheet Co. Ltd.
20048339,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11784,Shandong Guanzhou Co. Ltd.
20048348,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11785,Shenzen Sino Master Steel Sheet Co.Ltd.
20048357,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11786,Tangshan Iron And Steel Group Co.Ltd.
20048402,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11787,Tianjin Xinyu Color Plate Co.Ltd.
20048366,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11788,Wuhan Iron And Steel Company Limited
20048375,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11789,Wuxi Zhongcai New Materials Co.Ltd.
20048384,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11790,Xinyu Iron And Steel Co.Ltd.
20048411,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11791,Zhejiang Tiannu Color Steel Co. Ltd.
20042871,2029-05-04,7212408001,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coa",554,CN,11386,All other overseas exporters (residual amount)
20048088,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11819,Union Steel China
20048160,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11820,"Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda "
20048502,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11770,Zhejiang Huadong Light Steel Building Material Co. Ltd; Hangzhou P.R.P.T. Metal Material Company Ltd
20048151,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11771,Angang Steel Company Limited
20048097,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11772,Anyang Iron Steel Co. Ltd
20048106,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11773,Baoshan Iron &amp; Steel Co. Ltd
20048169,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11774,Baoutou City Jialong Metal Works Co. Ltd.
20048178,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11775,Changshu Everbright Material Technology Co.Ltd.
20048187,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11776,Changzhou Changsong Metal Composite Material Co.Ltd.
20048115,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11777,Cibao Modern Steel Sheet Jiangsu Co Ltd.
20048196,2029-05-04,7212408021,"Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding so-called 'sandwich panel",552,CN,11778,Inner Mongolia Baotou Steel Union Co.Ltd.
